,AnzahlFall,AnzahlTodesfall,NeuerFall,NeuerTodesfall,M_A00-A04_c,M_A05-A14_c,M_A15-A34_c,M_A35-A59_c,M_A60-A79_c,M_A80+_c,M_un_c,M_A00-A04_d,M_A05-A14_d,M_A15-A34_d,M_A35-A59_d,M_A60-A79_d,M_A80+_d,M_un_d,W_A00-A04_c,W_A05-A14_c,W_A15-A34_c,W_A35-A59_c,W_A60-A79_c,W_A80+_c,W_un_c,W_A00-A04_d,W_A05-A14_d,W_A15-A34_d,W_A35-A59_d,W_A60-A79_d,W_A80+_d,W_un_d,un_A00-A04_c,un_A05-A14_c,un_A15-A34_c,un_A35-A59_c,un_A60-A79_c,un_A80+_c,un_un_c,un_A00-A04_d,un_A05-A14_d,un_A15-A34_d,un_A35-A59_d,un_A60-A79_d,un_A80+_d,un_un_d
2020-01-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,5,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,7,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,24,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,47,0,0,0,1,0,11,8,4,0,0,0,0,0,0,0,0,0,2,1,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,22,0,0,0,0,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,37,0,0,0,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,41,0,0,0,0,0,8,13,5,1,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,85,0,0,0,0,2,14,26,12,0,0,0,0,0,0,0,0,0,0,5,10,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,154,2,0,0,0,0,23,44,10,2,0,0,0,0,0,1,0,0,0,3,33,34,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,184,1,0,0,3,0,34,48,8,1,0,0,0,0,0,0,1,0,1,4,31,44,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,186,4,0,0,2,4,18,59,18,2,0,0,0,0,0,1,0,0,0,2,18,44,14,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,141,4,0,0,0,2,14,39,12,0,0,0,0,0,0,1,0,0,0,4,22,31,15,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,101,1,0,0,2,0,11,34,5,1,0,0,0,0,1,0,0,0,0,5,12,26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,347,7,0,0,1,7,45,106,22,5,0,0,0,0,0,2,2,0,2,5,44,87,20,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,601,4,0,0,1,10,90,177,64,8,0,0,0,0,0,1,3,0,1,10,64,133,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,757,10,0,0,4,17,97,218,89,5,0,0,0,0,1,6,3,0,2,9,95,165,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,990,13,0,0,4,9,116,357,83,9,0,0,0,0,3,4,4,0,1,6,97,243,57,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,1452,16,0,0,2,20,166,493,127,12,0,0,0,0,2,2,6,0,0,17,178,334,87,16,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,1307,20,0,0,9,12,182,417,95,13,0,0,0,0,1,7,9,0,3,20,164,316,66,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,978,15,0,0,3,10,133,301,68,14,0,0,0,0,0,4,4,0,3,8,114,244,60,18,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,2049,36,0,0,5,19,286,645,177,26,0,0,0,0,2,13,12,0,3,22,238,466,138,23,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,3045,44,0,0,10,44,427,915,249,56,0,0,0,0,2,14,15,0,7,31,392,698,179,35,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,3609,64,0,0,19,37,533,1138,318,50,0,0,0,1,3,20,23,0,10,22,447,754,234,44,0,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,4057,65,0,0,16,24,584,1155,391,66,0,0,0,0,6,19,15,0,10,31,514,935,270,56,0,0,0,1,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,4048,96,0,0,12,42,570,1084,373,77,0,0,0,0,6,25,28,0,8,47,533,907,301,86,0,0,0,0,1,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,3355,95,0,0,13,41,469,834,347,71,0,0,0,0,4,30,32,0,14,24,458,722,280,80,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,2267,78,0,0,11,22,292,585,221,63,0,0,0,0,7,28,20,0,5,14,295,501,202,52,0,0,0,0,1,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,3729,132,0,0,20,42,483,942,395,99,0,0,0,1,6,37,39,0,11,29,474,813,333,86,0,0,0,0,4,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,4884,166,0,0,25,39,607,1141,551,135,0,0,0,0,5,57,60,0,18,47,660,1107,396,153,0,0,0,0,2,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,5688,216,0,0,12,62,651,1352,581,172,0,0,0,0,20,66,74,0,16,48,751,1371,507,161,0,0,0,0,5,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,5914,264,0,0,21,52,728,1257,655,195,0,0,0,0,14,89,79,0,26,47,774,1393,539,220,0,0,0,1,5,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,5992,264,0,0,20,56,681,1210,682,191,0,0,0,0,12,83,74,0,24,55,777,1388,597,304,0,0,0,0,3,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,4731,246,0,0,26,50,562,899,554,197,0,0,0,0,9,60,78,0,14,49,619,1036,471,251,0,0,0,0,4,22,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,3086,164,0,0,9,26,349,637,341,119,0,0,0,0,6,44,46,0,12,26,425,678,298,163,0,0,0,0,0,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,4128,264,0,0,11,28,446,814,468,195,0,0,0,0,16,65,86,0,10,34,518,923,421,254,0,0,0,0,2,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,6064,374,0,0,19,68,646,1148,705,280,0,0,0,0,12,96,114,0,26,69,737,1358,601,402,0,0,0,0,5,44,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,6264,376,0,0,25,67,647,1076,722,271,0,0,0,1,8,92,109,0,32,67,790,1442,637,481,0,0,0,0,1,37,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,6553,414,0,0,25,68,691,1140,680,302,0,0,0,0,9,74,127,0,22,50,810,1497,706,549,0,0,0,0,7,42,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,6192,394,0,0,26,71,597,1032,649,292,0,0,0,2,7,61,103,0,22,55,798,1387,656,598,0,0,0,0,3,52,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,4339,245,0,0,19,39,436,744,450,190,0,0,0,0,4,56,66,0,10,61,521,1019,459,386,0,0,0,0,4,19,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,2553,181,0,0,16,21,284,442,258,136,0,0,0,0,3,35,55,0,10,22,295,561,263,243,0,0,0,0,2,21,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,3673,292,0,0,18,39,400,582,424,197,0,0,0,0,11,63,90,0,10,25,446,799,363,366,0,0,0,0,2,25,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,5196,336,0,0,38,54,481,896,528,254,0,0,0,1,13,67,98,0,21,52,699,1198,498,467,0,0,0,0,4,30,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,5281,336,0,0,20,56,507,872,495,270,0,0,0,1,8,62,112,0,22,47,671,1244,543,528,0,1,0,0,11,32,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,4916,326,0,0,14,53,575,827,486,255,0,0,0,0,12,71,87,0,12,39,602,1072,460,507,0,0,0,0,5,26,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,3354,207,0,0,15,36,358,539,312,161,0,0,0,0,5,46,61,0,17,30,415,727,317,417,0,0,0,0,1,12,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,2896,202,0,0,18,40,331,449,255,166,0,0,0,0,3,41,48,0,20,34,357,603,252,367,0,0,0,0,2,16,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,1866,168,0,0,6,17,206,268,153,134,0,0,0,0,1,23,55,0,3,15,213,368,187,293,0,0,0,0,1,20,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,1596,163,0,0,5,16,158,225,165,113,0,0,0,1,4,32,35,0,5,17,190,278,165,252,0,0,0,0,1,22,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,2469,218,0,0,14,27,285,392,242,167,0,0,0,0,7,35,63,0,12,28,292,470,226,311,0,0,0,0,2,27,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,3327,228,0,0,7,27,368,550,309,200,0,0,0,1,7,30,65,0,14,41,402,692,317,394,0,0,0,0,0,28,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,3421,189,0,0,17,39,419,580,323,153,0,0,0,0,6,44,65,0,21,39,473,763,287,304,0,0,0,0,1,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,3051,173,0,0,17,45,430,473,271,154,0,0,0,1,4,30,54,0,12,39,397,644,265,298,0,0,0,0,4,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,2110,122,0,0,15,19,294,335,194,100,0,0,0,0,8,28,29,0,10,36,255,416,207,227,0,0,0,0,1,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,1380,118,0,0,5,14,165,199,133,87,0,0,0,0,1,28,31,0,7,11,164,275,125,193,0,0,0,0,2,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,1727,146,0,0,10,14,187,271,168,126,0,0,0,1,3,35,45,0,13,18,213,344,150,210,0,0,0,1,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,2190,137,0,0,12,37,285,338,194,99,0,0,0,0,5,22,34,0,12,37,281,426,207,258,0,0,0,2,1,13,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,2496,127,0,0,27,29,356,389,211,126,0,0,0,0,3,21,38,0,8,32,321,510,207,272,0,0,0,0,0,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,2085,117,0,0,13,39,263,313,168,115,0,0,0,1,0,23,34,0,16,30,261,398,193,271,0,0,0,0,2,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,1906,83,0,0,15,27,301,280,165,87,0,0,0,0,2,18,21,0,20,33,266,351,179,179,0,0,0,0,1,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,1274,79,0,0,13,16,163,183,113,75,0,0,0,0,4,17,22,0,8,18,161,255,118,148,0,0,0,0,1,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,706,28,0,0,11,2,118,105,56,39,0,0,0,0,0,2,8,0,4,10,82,131,62,85,0,0,0,0,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,1117,74,0,0,8,22,190,169,121,51,0,0,0,0,2,15,19,0,8,17,138,198,99,96,0,0,0,0,2,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
