,AnzahlFall,AnzahlTodesfall,NeuerFall,NeuerTodesfall,M_A00-A04_c,M_A05-A14_c,M_A15-A34_c,M_A35-A59_c,M_A60-A79_c,M_A80+_c,M_un_c,M_A00-A04_d,M_A05-A14_d,M_A15-A34_d,M_A35-A59_d,M_A60-A79_d,M_A80+_d,M_un_d,W_A00-A04_c,W_A05-A14_c,W_A15-A34_c,W_A35-A59_c,W_A60-A79_c,W_A80+_c,W_un_c,W_A00-A04_d,W_A05-A14_d,W_A15-A34_d,W_A35-A59_d,W_A60-A79_d,W_A80+_d,W_un_d,un_A00-A04_c,un_A05-A14_c,un_A15-A34_c,un_A35-A59_c,un_A60-A79_c,un_A80+_c,un_un_c,un_A00-A04_d,un_A05-A14_d,un_A15-A34_d,un_A35-A59_d,un_A60-A79_d,un_A80+_d,un_un_d
2020-08-24,1429,5,0,0,14,73,365,269,38,5,0,0,0,0,0,1,1,0,24,72,311,200,42,11,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,1480,2,0,0,19,64,360,244,47,8,0,0,0,0,0,2,0,0,18,76,335,227,66,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,1611,3,0,0,15,83,450,266,41,13,0,0,0,0,2,0,0,0,18,81,328,238,47,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,1544,1,0,0,25,70,401,251,62,5,0,0,0,0,0,0,1,0,8,64,331,259,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,1382,3,0,0,20,62,376,246,32,6,0,0,0,0,0,0,0,0,16,58,302,194,37,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-29,831,2,0,0,14,36,229,132,23,2,0,0,0,0,1,0,0,0,15,42,164,140,25,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,537,3,0,0,7,27,136,89,12,2,0,0,0,0,0,1,1,0,9,19,119,91,17,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,1185,4,0,0,17,42,337,203,36,7,0,0,0,0,0,1,1,0,12,45,263,181,31,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,1318,3,0,0,15,55,390,216,50,5,0,0,0,0,0,2,0,0,17,45,271,206,36,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,1412,3,0,0,14,53,404,258,42,7,0,0,0,0,0,0,1,0,17,50,291,209,37,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-03,1520,7,0,0,18,74,388,260,69,7,0,0,0,0,1,4,0,0,23,61,342,216,44,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,1493,7,0,0,27,78,368,261,45,6,0,0,0,0,0,3,2,0,18,73,320,233,45,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-05,1105,6,0,0,19,52,230,213,36,6,0,0,0,0,0,1,2,0,12,48,237,186,44,15,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,578,5,0,0,10,30,122,92,26,4,0,0,0,0,0,1,1,0,10,34,128,99,12,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,1418,5,0,0,15,67,351,227,42,13,0,0,0,0,2,0,2,0,18,66,292,243,58,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,1374,16,0,0,14,61,294,237,76,11,0,0,0,0,2,5,3,0,11,55,289,230,55,27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,1755,9,0,0,20,71,389,316,63,22,0,0,0,0,0,0,6,0,12,75,346,321,83,24,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,1584,6,0,0,30,72,399,265,68,21,0,0,0,0,1,1,2,0,17,54,314,261,67,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,1655,11,0,0,23,70,394,289,75,21,0,0,0,0,0,3,3,0,22,68,310,261,85,32,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,1224,5,0,0,18,48,282,207,53,16,0,0,0,0,2,1,1,0,16,43,248,198,65,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,757,7,0,0,4,35,195,120,32,9,0,0,0,0,0,2,1,0,6,28,155,117,33,19,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,1484,5,0,0,21,57,350,280,78,12,0,0,0,0,0,1,3,0,12,48,271,269,56,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,2004,13,0,0,23,66,433,344,106,27,0,0,0,0,1,2,4,0,15,56,453,317,111,43,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,2193,15,0,0,30,79,467,390,114,20,0,0,0,0,0,6,5,0,24,83,443,383,98,48,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-17,2344,7,0,0,34,88,514,427,116,36,0,0,0,0,0,3,1,0,31,82,469,384,103,41,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-18,2166,14,0,0,25,82,495,372,98,31,0,0,0,0,0,2,9,0,24,70,444,365,114,35,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,1390,12,0,0,16,49,310,216,94,11,0,0,0,0,1,5,1,0,15,54,272,258,59,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,686,10,0,0,6,25,149,107,35,7,0,0,0,0,0,5,2,0,7,26,135,135,35,13,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,1651,18,0,0,20,52,396,304,77,17,0,0,0,0,1,6,4,0,24,63,317,237,97,32,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,1818,15,0,0,24,64,398,313,97,28,0,0,0,0,0,4,8,0,19,51,392,297,84,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,2203,10,0,0,28,69,452,432,120,29,0,0,0,1,0,1,1,0,19,69,423,386,120,43,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,2399,17,0,0,24,107,536,435,117,29,0,0,0,0,1,1,6,0,19,79,482,377,141,43,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,2322,14,0,0,32,110,472,435,121,20,0,0,0,0,0,4,7,0,24,84,436,435,96,30,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,1785,23,0,0,18,79,346,324,83,21,0,0,0,0,0,9,2,0,21,68,344,313,95,67,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,880,7,0,0,14,44,185,160,48,7,0,0,0,0,1,2,2,0,14,26,158,158,37,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,1815,17,0,0,16,65,386,354,103,21,0,0,0,0,1,5,4,0,10,60,338,303,96,50,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29,2162,15,0,0,30,85,448,356,138,32,0,0,0,1,0,6,6,0,30,87,411,378,120,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,2732,16,0,0,36,109,592,514,145,31,0,0,0,0,1,3,6,0,22,90,487,495,136,57,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,2911,24,0,0,31,112,632,554,167,41,0,0,0,0,1,5,12,0,27,90,540,502,161,44,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,2914,21,0,0,19,103,626,502,142,61,0,0,0,0,1,4,8,0,32,94,526,521,167,106,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,2211,11,0,0,15,77,459,418,153,34,0,0,0,0,1,4,4,0,26,69,395,371,134,46,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,1152,9,0,0,16,52,248,217,59,14,0,0,0,0,0,1,2,0,13,36,214,187,63,22,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,2404,34,0,0,20,74,450,468,159,44,0,0,0,0,0,4,14,0,13,72,461,437,127,63,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-06,3599,27,0,0,46,124,732,653,220,46,0,0,0,0,0,6,11,0,48,137,648,661,195,65,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-07,4484,31,0,0,39,158,875,864,280,56,0,0,0,0,2,6,7,0,27,131,790,889,260,96,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,4686,37,0,0,49,156,944,910,288,65,0,0,0,0,1,7,9,0,43,151,819,845,267,103,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-09,5056,37,0,0,60,172,1004,937,262,61,0,0,0,0,0,5,9,0,49,156,926,957,305,134,0,0,0,0,1,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,3630,37,0,0,36,156,727,679,194,58,0,0,0,0,1,7,14,0,29,101,631,696,204,88,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,2276,22,0,0,35,80,470,411,144,40,0,0,0,0,0,4,7,0,21,85,386,403,140,40,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,4186,58,0,0,47,148,829,768,242,80,0,0,0,0,0,9,23,0,45,125,762,739,234,133,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,5376,53,0,0,53,147,1042,1061,347,69,0,0,0,0,4,11,17,0,48,195,935,967,330,120,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,7237,57,0,0,104,239,1355,1382,449,104,0,0,0,0,2,14,14,0,75,209,1276,1326,453,207,0,0,0,0,1,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,7889,71,0,0,75,247,1549,1505,500,112,0,0,0,0,6,12,25,0,80,245,1384,1454,495,190,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,7965,83,0,0,88,247,1594,1486,518,144,0,0,0,0,2,16,30,0,85,214,1361,1422,482,255,0,0,0,0,1,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-17,5687,51,0,0,50,165,1105,1034,368,79,0,0,0,0,1,8,15,0,50,166,977,1123,356,179,0,0,0,0,1,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,3676,47,0,0,45,122,732,663,229,82,0,0,0,0,1,9,22,0,33,126,657,652,221,93,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,6453,78,0,0,82,212,1227,1228,401,105,0,0,0,0,5,14,26,0,68,217,1078,1204,391,180,0,0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-20,9446,112,0,0,81,283,1728,1909,648,201,0,0,0,0,3,30,37,0,87,282,1512,1714,613,307,0,0,0,0,2,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,12377,124,0,0,119,377,2215,2459,785,219,0,0,0,0,5,23,34,0,114,354,2109,2395,771,366,0,0,0,0,1,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-22,13867,169,0,0,140,395,2542,2662,876,276,0,0,0,0,2,28,52,0,117,392,2390,2574,903,478,0,0,0,0,2,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-23,14036,174,0,0,137,428,2552,2640,874,256,0,0,0,0,3,34,58,0,125,407,2413,2704,907,470,0,0,0,0,1,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-24,11099,97,0,0,115,383,1992,2103,716,189,0,0,0,0,2,20,30,0,105,354,1900,2137,696,356,0,0,0,0,2,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,7486,104,0,0,89,225,1307,1386,493,156,0,0,0,0,5,15,31,0,60,211,1272,1390,517,279,0,0,0,0,1,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,12012,185,0,0,151,349,2139,2228,808,254,0,0,0,0,6,37,53,0,119,357,1972,2198,813,492,0,0,0,0,1,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-27,15969,204,0,0,160,464,2739,3107,1090,304,0,0,0,3,8,37,62,0,138,416,2622,3128,1070,559,0,0,0,0,1,18,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,19275,193,0,0,188,606,3295,3792,1309,352,0,0,0,0,7,45,59,0,187,567,2999,3859,1291,666,0,0,0,1,3,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,19864,219,0,0,201,598,3399,3820,1333,376,0,0,1,0,3,45,74,0,180,603,3224,3963,1340,647,0,0,0,0,3,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,19423,203,0,0,198,656,3342,3630,1267,354,0,0,0,0,3,33,74,0,169,628,3253,3777,1306,654,0,0,0,0,5,14,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-31,14029,157,0,0,139,481,2362,2669,981,280,0,0,0,0,5,31,54,0,138,408,2270,2620,968,531,0,0,0,0,2,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,10544,136,0,0,132,375,1839,1997,681,222,0,0,0,0,6,31,36,0,118,299,1743,1925,715,371,0,0,0,0,0,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,15260,211,0,0,158,487,2605,2785,996,336,0,0,0,0,5,40,76,0,144,444,2607,2893,995,630,0,0,0,0,2,14,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,19340,251,0,0,185,590,3248,3706,1328,431,0,0,0,0,3,58,84,0,187,564,3121,3790,1281,643,0,0,0,0,6,22,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,21193,253,0,0,184,632,3412,4056,1449,429,0,0,0,0,4,39,83,0,172,619,3229,4370,1507,879,0,0,0,1,4,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,22269,259,0,0,204,727,3763,4101,1511,457,0,0,0,0,4,47,82,0,192,676,3614,4348,1587,833,0,0,0,0,5,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,21603,175,0,0,236,748,3636,4033,1437,458,0,0,0,1,6,29,68,0,191,660,3546,4140,1508,713,0,1,0,0,2,13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,15899,168,0,0,173,607,2673,2855,1089,338,0,0,0,1,7,32,48,0,167,534,2557,3057,1053,610,0,0,0,0,1,16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,10183,109,0,0,110,384,1628,1850,726,233,0,0,0,0,0,21,37,0,90,327,1637,1933,707,402,0,1,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,15990,228,0,0,139,573,2647,2890,1070,403,0,0,0,0,6,39,96,0,146,515,2710,3007,1033,585,0,0,0,0,2,17,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,19628,257,0,0,186,657,3150,3668,1316,461,0,0,0,0,11,36,87,0,189,615,3048,3960,1308,808,0,0,0,0,4,26,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,22623,295,0,0,205,800,3672,4163,1557,505,0,0,0,1,4,51,88,0,185,699,3575,4408,1514,1062,0,0,0,0,2,32,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,23502,293,0,0,196,844,3681,4290,1623,531,0,0,0,0,7,38,91,0,215,791,3716,4627,1602,993,0,1,0,1,5,28,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,21382,275,0,0,211,784,3316,3877,1469,553,0,0,0,1,7,50,88,0,200,731,3410,4128,1464,990,0,0,0,0,2,21,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,15780,236,0,0,170,588,2399,2768,1061,450,0,0,0,0,9,30,80,0,157,564,2385,3118,1108,846,0,0,0,0,2,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,8831,149,0,0,92,361,1323,1562,623,230,0,0,0,0,0,19,57,0,83,298,1325,1737,611,469,0,0,0,0,1,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,14725,278,0,0,159,489,2219,2508,1052,413,0,0,0,1,4,44,90,0,118,510,2274,2918,1027,852,0,0,0,0,3,28,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,20359,309,0,0,168,693,2924,3868,1413,565,0,0,0,0,8,50,108,0,158,549,3030,4160,1509,1098,0,0,0,0,2,33,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,23689,340,0,0,203,914,3589,4300,1601,566,0,0,0,0,2,51,119,0,188,803,3544,4807,1608,1279,0,0,0,0,2,23,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,23698,324,0,0,222,909,3516,4145,1707,623,0,1,0,0,7,55,88,0,197,796,3548,4691,1638,1404,0,0,0,2,4,28,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,22333,256,0,0,241,827,3283,4073,1526,599,0,0,0,0,2,38,71,0,221,771,3292,4416,1562,1262,0,0,0,0,3,21,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,14800,157,0,0,146,592,2101,2507,1049,384,0,0,0,0,2,24,56,0,137,542,2224,3105,1092,809,0,0,0,1,1,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,8847,130,0,0,106,356,1223,1528,657,295,0,0,0,0,2,18,45,0,85,310,1260,1685,651,588,0,0,0,0,1,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,15142,234,0,0,151,587,2098,2572,1070,482,0,0,0,0,0,42,67,0,140,563,2255,3040,1072,947,0,0,0,0,1,30,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,19389,193,0,0,168,700,2691,3545,1329,554,0,0,0,0,4,23,58,0,130,627,2808,4030,1442,1138,0,0,0,0,1,20,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,22112,203,0,0,232,814,3116,3946,1503,633,0,0,0,0,1,32,70,0,214,751,3221,4472,1557,1381,0,0,0,0,3,12,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,22748,214,0,0,220,782,3155,3989,1535,717,0,1,0,0,2,22,64,0,213,710,3169,4521,1758,1722,0,0,0,0,2,25,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,20081,187,0,0,170,799,2678,3364,1443,714,0,0,0,0,1,21,62,0,202,646,2767,3976,1489,1578,0,1,0,1,0,19,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,14917,112,0,0,147,587,1962,2613,1072,447,0,0,0,0,1,17,41,0,141,552,2058,3022,1127,987,0,0,0,0,2,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,8807,85,0,0,95,360,1153,1479,629,329,0,0,0,0,3,18,25,0,82,333,1189,1665,676,655,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,13278,121,0,0,127,464,1863,2190,1021,495,0,0,0,0,1,22,35,0,117,414,1859,2468,1029,1036,0,0,0,0,1,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,19125,118,0,0,159,641,2483,3392,1416,646,0,0,0,0,1,16,43,0,192,589,2736,3848,1460,1335,0,0,0,0,1,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,23050,92,0,0,197,799,2995,4095,1661,717,0,0,0,0,1,10,30,0,203,721,3267,4812,1761,1515,0,0,0,0,1,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,24081,93,0,0,207,853,3168,4033,1677,844,0,0,0,0,1,20,30,0,192,704,3394,4799,1880,1988,0,0,0,0,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,21763,58,0,0,168,779,2869,3643,1534,812,0,0,0,0,2,8,19,0,175,704,3068,4361,1684,1703,0,0,0,0,1,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,15326,24,0,0,171,557,2060,2601,1090,491,0,0,0,0,0,4,9,0,159,529,2121,3046,1153,1080,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,9804,20,0,0,93,374,1260,1637,717,365,0,0,0,0,0,2,7,0,91,346,1402,1854,709,808,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,9029,22,0,0,94,282,1114,1504,704,379,0,0,0,0,1,8,4,0,74,274,1236,1748,722,784,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
